"Small Unit Installation Postcode","number_of_installations","total_output_kw","postcode","longitude","latitude","state"
"6536",373,2141.392,"6536",114.379678,-27.541838,"WA"
"6537",113,994.541,"6537",114.627287,-26.904889,"WA"
"6556",488,2328.678,"6556",116.310249,-31.860591,"WA"
"6558",167,714.114,"6558",116.313391,-31.771446,"WA"
"6560",302,1433.465,"6560",116.428564,-31.817666,"WA"
"6562",406,1995.445,"6562",116.473434,-31.746189,"WA"
"6564",105,437.355,"6564",116.538966,-31.726613,"WA"
"6566",1069,4659.011,"6566",116.38064,-31.484853,"WA"
"6567",133,548.885,"6567",116.419958,-31.459208,"WA"
"6568",38,218.16,"6568",116.537461,-31.246581,"WA"
"6569",67,373.924,"6569",116.452845,-31.085084,"WA"
"6571",10,70.535,"6571",116.396621,-30.940448,"WA"
"6572",7,35.44,"6572",116.396304,-30.804675,"WA"
"6574",6,34.98,"6574",116.425241,-30.650914,"WA"
"6575",18,116.76,"6575",116.424426,-30.410873,"WA"
"6603",203,1456.692,"6603",116.725982,-30.874243,"WA"
"6605",1,6.12,"6605",116.762957,-30.730158,"WA"
"6606",19,95.915,"6606",116.829163,-30.614263,"WA"
"6608",19,88.5,"6608",116.826594,-30.429334,"WA"
"6609",160,1232.77,"6609",116.750631,-30.266489,"WA"
"6612",35,264.88,"6612",117.835179,-29.545139,"WA"
"6613",9,46.66,"6613",116.523551,-29.962626,"WA"
"6614",1,6.6,"6614",116.551869,-29.888797,"WA"
"6616",19,98.58,"6616",116.434223,-29.76691,"WA"
"6620",69,526.6,"6620",116.6013512,-29.62372971,"WA"
"6623",118,718.671,"6623",116.120459,-29.021683,"WA"
"6625",9,83.95,"6625",115.946714,-29.107426,"WA"
"6627",8,46.978,"6627",115.902023,-28.850457,"WA"
"6628",8,30.62,"6628",115.764797,-28.833846,"WA"
"6630",94,624.11,"6630",115.72384,-27.569679,"WA"
"6631",7,41.3,"6631",115.755437,-28.46368,"WA"
"6632",11,63.055,"6632",115.338356,-28.619887,"WA"
"6635",20,231.615,"6635",116.689412,-28.150726,"WA"
"6638",57,386.22,"6638",118.157573,-28.612449,"WA"
"6639",21,95.701,"6639",119.409802,-27.68492,"WA"
"6640",39,349.305,"6640",117.674648,-27.003199,"WA"
"6642",81,525.318,"6642",118.554936,-25.639378,"WA"
"6646",14,269.981,"6646",121.214907,-25.912724,"WA"
"6701",406,4894.279,"6701",115.15198,-24.734545,"WA"
"6705",22,198.911,"6705",115.011494,-25.111289,"WA"
"6707",301,3523.768,"6707",113.954791,-22.265028,"WA"
"6710",307,2843.256,"6710",115.448968,-22.133456,"WA"
"6713",80,766.235,"6713",116.709548,-20.676313,"WA"
"6714",1014,10517.401,"6714",116.349933,-21.145063,"WA"
"6716",6,41.74,"6716",116.311985,-21.605319,"WA"
"6718",52,751.945,"6718",117.740969,-20.971499,"WA"
"6720",36,568.56,"6720",117.067614,-20.699288,"WA"
"6721",188,2364.601,"6721",118.441716,-20.710799,"WA"
"6722",358,2822.055,"6722",118.606673,-20.407853,"WA"
"6725",664,8857.787,"6725",122.753792,-18.773365,"WA"
"6726",237,2305.551,"6726",122.196423,-17.950181,"WA"
"6728",241,3937.535,"6728",124.591962,-17.090606,"WA"
"6740",43,752.764,"6740",128.397192,-14.962686,"WA"
"6743",364,3984.995,"6743",129.662008,-17.293532,"WA"
"6751",31,584.213,"6751",117.057776,-22.141251,"WA"
"6753",109,1756.785,"6753",120.8094,-23.346,"WA"
"6754",8,172.005,"6754",117.47663,-23.303751,"WA"
"6758",14,164.904,"6758",120.282267,-22.055582,"WA"
"6760",39,272.132,"6760",124.383893,-22.026615,"WA"
"6765",30,357.752,"6765",125.282055,-18.752827,"WA"
"6770",35,783.237,"6770",127.320764,-18.705507,"WA"
"6798",157,1096.65,"6798",105.64067,-10.487053,"WA"
"6799",13,78.58,"6799",96.83152,-12.169719,"WA"
"6872",1,5,"6872",115.876395,-31.94319,"WA"
"6901",2,6.12,"6901",115.875924,-31.944548,"WA"
"6902",1,2.28,"6902",115.834335,-31.935675,"WA"
"6903",3,6.5,"6903",115.834335,-31.935675,"WA"
"6904",2,5.04,"6904",115.834628,-31.943654,"WA"
"6906",3,9.02,"6906",115.760961,-31.982001,"WA"
"6907",2,8.132,"6907",115.804692,-31.985791,"WA"
"6909",4,13.6,"6909",115.804692,-31.985791,"WA"
"6910",2,41.394,"6910",115.774504,-31.981493,"WA"
"6911",3,6.4,"6911",115.761982,-32.403407,"WA"
"6912",4,6.03,"6912",115.763135,-32.011748,"WA"
"6913",2,4.825,"6913",115.808169,-31.936389,"WA"
"6914",4,50.06,"6914",115.815211,-31.861596,"WA"
"6915",4,16.4,"6915",115.848262,-31.954127,"WA"
"6916",3,8.25,"6916",115.804802,-31.885883,"WA"
"6917",1,17,"6917",115.804802,-31.885883,"WA"
"6918",3,4.1,"6918",115.786821,-31.891957,"WA"
"6920",2,6.2,"6920",115.775442,-31.859408,"WA"
"6921",8,28.85,"6921",115.791881,-31.882332,"WA"
"6922",9,26.52,"6922",115.79501,-31.901385,"WA"
"6923",6,83.39,"6923",115.754405,-31.79583,"WA"
"6924",5,14.06,"6924",115.797347,-32.559825,"WA"
"6926",8,36.54,"6926",116.012518,-31.939027,"WA"
"6929",2,8.01,"6929",115.848262,-31.954127,"WA"
"6931",3,5.72,"6931",115.899589,-31.938107,"WA"
"6933",6,18.385,"6933",115.896545,-31.907152,"WA"
"6934",3,6.67,"6934",115.921101,-31.915103,"WA"
"6935",3,9.77,"6935",115.921132,-31.923723,"WA"
"6941",1,4.64,"6941",115.855186,-31.842045,"WA"
"6943",2,3.12,"6943",115.89292,-31.887921,"WA"
"6944",4,43.51,"6944",115.895533,-31.864862,"WA"
"6946",5,14.68,"6946",115.715081,-31.617559,"WA"
"6947",1,39.96,"6947",115.845329,-31.69444,"WA"
"6951",2,3.1,"6951",115.821722,-32.068705,"WA"
"6952",4,11.84,"6952",115.817919,-31.891696,"WA"
"6953",6,37.495,"6953",115.837525,-32.024363,"WA"
"6954",4,7.2,"6954",115.825994,-32.040061,"WA"
"6955",15,44.5,"6955",115.890779,-32.061501,"WA"
"6956",1,1.67,"6956",115.853588,-31.988065,"WA"
"6957",3,7.24,"6957",115.783732,-32.038228,"WA"
"6959",5,35.439,"6959",115.986396,-32.067114,"WA"
"6963",4,8.065,"6963",115.788706,-32.076945,"WA"
"6964",7,23.344,"6964",115.860179,-32.022746,"WA"
"6966",5,59.91,"6966",115.859834,-32.143195,"WA"
"6968",7,19.8,"6968",115.782689,-32.107766,"WA"
"6979",4,21.02,"6979",115.896195,-31.954583,"WA"
"6981",4,14.505,"6981",115.876964,-31.951832,"WA"
"6982",3,9.74,"6982",116.169125,-31.869817,"WA"
"6984",3,4.64,"6984",115.933458,-31.965766,"WA"
"6985",5,15.65,"6985",115.600155,-33.625285,"WA"
"6988",3,4.78,"6988",115.964764,-32.050009,"WA"
"6989",4,19.8,"6989",116.009575,-32.039597,"WA"
"6990",4,12.52,"6990",116.008461,-32.060407,"WA"
"6991",6,15.37,"6991",116.095955,-32.09788,"WA"
"6992",7,19.01,"6992",115.920395,-31.964503,"WA"
"7000",1023,6687.489,"7000",147.308002,-42.878355,"TAS"
"7001",5,97.66,"7001",146.356055,-43.535913,"TAS"
"7002",3,13.5,"7002",147.446349,-42.899691,"TAS"
"7004",648,2880.993,"7004",147.328928,-42.890148,"TAS"
"7005",932,4865.009,"7005",147.3368,-42.916204,"TAS"
"7006",10,42.325,"7006",147.344395,-42.908108,"TAS"
"7007",345,1902.619,"7007",147.319501,-42.922863,"TAS"
"7008",989,5139.562,"7008",147.293268,-42.861932,"TAS"
"7009",872,4753.358,"7009",147.289682,-42.842607,"TAS"
"7010",1104,5692.661,"7010",147.212366,-42.85913,"TAS"
"7011",1201,5403.934,"7011",147.230065,-42.793393,"TAS"
"7012",102,468.075,"7012",147.174382,-42.833718,"TAS"
"7015",975,4900.37,"7015",147.360174,-42.83903,"TAS"
"7016",170,796.109,"7016",147.346381,-42.813551,"TAS"
"7017",889,4585.466,"7017",147.315111,-42.719274,"TAS"
"7018",2100,11418.421,"7018",147.385681,-42.877588,"TAS"
"7019",553,2765.647,"7019",147.433337,-42.898778,"TAS"
"7020",386,2034.942,"7020",147.47851,-42.965741,"TAS"
"7021",274,1529.426,"7021",147.480017,-42.906796,"TAS"
"7022",134,658.255,"7022",147.47988,-43.053156,"TAS"
"7023",55,265.763,"7023",147.409324,-42.988314,"TAS"
"7024",84,353.838,"7024",147.512182,-42.950412,"TAS"
"7025",276,1623.376,"7025",147.439671,-42.730264,"TAS"
"7026",135,722.211,"7026",147.451363,-42.646044,"TAS"
"7027",35,156.645,"7027",147.383495,-42.536377,"TAS"
"7030",1651,8899.996,"7030",146.958381,-42.304288,"TAS"
"7050",1359,7106.229,"7050",147.298181,-42.975502,"TAS"
"7051",25,107.485,"7051",147.327238,-42.987394,"TAS"
"7052",807,3972.413,"7052",147.309302,-43.008052,"TAS"
"7053",392,1977.276,"7053",147.334695,-42.947314,"TAS"
"7054",1186,5950.896,"7054",147.256698,-43.00658,"TAS"
"7055",63,702.575,"7055",147.285203,-42.994715,"TAS"
"7109",1238,7135.262,"7109",146.524064,-43.571087,"TAS"
"7112",537,2521.614,"7112",147.140014,-43.291937,"TAS"
"7113",170,947.735,"7113",146.970489,-43.091051,"TAS"
"7116",354,1866.077,"7116",147.03435,-43.262123,"TAS"
"7117",139,788.95,"7117",147.040135,-43.338435,"TAS"
"7119",4,14.13,"7119",147.365372,-42.431887,"TAS"
"7120",197,1104.656,"7120",147.48727,-42.31694,"TAS"
"7140",1027,5769.339,"7140",146.45502,-42.544215,"TAS"
"7150",553,2576.697,"7150",147.958441,-43.077586,"TAS"
"7155",197,925.484,"7155",147.216918,-43.128868,"TAS"
"7162",124,618.617,"7162",147.209628,-43.158652,"TAS"
"7163",79,461.524,"7163",147.227479,-43.209774,"TAS"
"7170",747,5452.878,"7170",147.449794,-42.85132,"TAS"
"7171",331,1673.919,"7171",147.488282,-42.78011,"TAS"
"7172",447,2597.728,"7172",147.631695,-42.730285,"TAS"
"7173",1010,4621.064,"7173",147.630737,-42.823649,"TAS"
"7174",28,159.627,"7174",147.743285,-42.807682,"TAS"
"7175",24,124.98,"7175",147.828594,-42.818606,"TAS"
"7176",15,83.115,"7176",147.837675,-42.753098,"TAS"
"7177",54,345.125,"7177",147.976495,-42.884195,"TAS"
"7178",58,270.225,"7178",147.906152,-42.958471,"TAS"
"7179",73,314.315,"7179",147.944957,-43.033826,"TAS"
"7180",31,141.5,"7180",148.006561,-43.138712,"TAS"
"7182",45,291.025,"7182",147.9387592,-43.18182603,"TAS"
"7183",1,3.24,"7183",147.750593,-43.171185,"TAS"
"7184",144,698.059,"7184",147.7904396,-43.2198235,"TAS"
"7185",21,102.426,"7185",147.753782,-43.062899,"TAS"
"7186",23,112.165,"7186",147.663981,-43.029525,"TAS"
"7187",17,103.765,"7187",147.848028,-43.027742,"TAS"
"7190",638,3450.589,"7190",148.091696,-42.62988,"TAS"
"7209",52,237.67,"7209",147.614307,-42.104584,"TAS"
"7210",104,564.295,"7210",147.410747,-41.915923,"TAS"
"7211",9,60.35,"7211",147.317089,-41.788619,"TAS"
"7212",230,2019.405,"7212",147.488412,-41.567876,"TAS"
"7213",38,166.8,"7213",147.781593,-41.828496,"TAS"
"7214",77,312.136,"7214",147.897402,-41.600719,"TAS"
"7215",704,3542.052,"7215",148.281407,-42.314526,"TAS"
"7216",666,3860.377,"7216",148.076401,-41.284242,"TAS"
"7248",1147,7191.989,"7248",147.130185,-41.397239,"TAS"
"7249",1035,7430.742,"7249",147.157786,-41.472435,"TAS"
"7250",4602,27011.759,"7250",147.077589,-41.432254,"TAS"
"7252",501,2744.208,"7252",146.99252,-41.148031,"TAS"
"7253",623,3562.36,"7253",146.83066,-41.117415,"TAS"
"7254",76,448.225,"7254",147.198018,-41.13407,"TAS"
"7255",248,1148.175,"7255",148.329247,-39.949379,"TAS"
"7256",319,2431.967,"7256",144.159775,-39.830946,"TAS"
"7257",2,7.72,"7257",148.338962,-40.505978,"TAS"
"7258",133,983.805,"7258",147.209446,-41.499942,"TAS"
"7259",66,328.097,"7259",147.357686,-41.358817,"TAS"
"7260",379,2313.32,"7260",147.502082,-41.158791,"TAS"
"7261",38,214.091,"7261",147.567819,-41.12694,"TAS"
"7262",249,1208.772,"7262",147.630044,-40.801511,"TAS"
"7263",65,379.28,"7263",147.702655,-41.308785,"TAS"
"7264",81,448.393,"7264",148.1887585,-41.08241309,"TAS"
"7265",22,101.251,"7265",147.823431,-41.08106,"TAS"
"7267",121,593.105,"7267",147.086396,-41.264912,"TAS"
"7268",151,760.904,"7268",147.152757,-41.333887,"TAS"
"7270",823,3854.121,"7270",146.783947,-41.177924,"TAS"
"7275",520,2677.882,"7275",146.835317,-41.319891,"TAS"
"7276",78,332.051,"7276",146.972023,-41.293081,"TAS"
"7277",909,5151.763,"7277",146.996977,-41.366416,"TAS"
"7290",249,1391.408,"7290",147.068603,-41.512507,"TAS"
"7291",92,773.862,"7291",147.013597,-41.530631,"TAS"
"7292",62,386.932,"7292",146.944728,-41.472098,"TAS"
"7300",431,2448.571,"7300",147.223173,-41.616219,"TAS"
"7301",535,3234.127,"7301",147.046481,-41.600123,"TAS"
"7302",152,1460.033,"7302",146.988293,-41.70457,"TAS"
"7303",370,2324.602,"7303",146.815084,-41.594913,"TAS"
"7304",809,4680.715,"7304",146.165998,-41.710417,"TAS"
"7305",156,789.745,"7305",146.412127,-41.352322,"TAS"
"7306",535,3003.127,"7306",146.193428,-41.465311,"TAS"
"7307",1293,7534.706,"7307",146.57356,-41.210495,"TAS"
"7310",2407,14156.437,"7310",146.239406,-41.237355,"TAS"
"7315",1565,8949.323,"7315",146.072407,-41.303174,"TAS"
"7316",698,3851.921,"7316",145.931776,-41.269708,"TAS"
"7320",1163,7418.853,"7320",145.862079,-41.08422,"TAS"
"7321",531,3016.652,"7321",145.503726,-41.456389,"TAS"
"7322",358,2017.145,"7322",145.804533,-41.044472,"TAS"
"7325",906,5135.628,"7325",145.607556,-41.100305,"TAS"
"7330",534,3572.852,"7330",145.057623,-40.782341,"TAS"
"7331",52,435.59,"7331",145.275421,-40.758553,"TAS"
"7466",5,17.02,"7466",145.807453,-42.291313,"TAS"
"7467",132,894.17,"7467",145.529693,-42.093728,"TAS"
"7468",51,325.595,"7468",145.537671,-42.706031,"TAS"
"7469",69,370.745,"7469",145.201632,-41.784391,"TAS"
"7470",69,371.262,"7470",145.500566,-41.902129,"TAS"
