"Small Unit Installation Postcode","number_of_installations","total_output_kw","postcode","longitude","latitude","state"
"2464",1869,9610.471,"2464",153.334228,-29.484556,"NSW"
"2465",59,442.485,"2465",153.243897,-29.412622,"NSW"
"2466",521,2989.74,"2466",153.350886,-29.407475,"NSW"
"2469",1001,5396.329,"2469",152.5892786,-29.05366265,"NSW"
"2470",3678,21697.647,"2470",152.749759,-28.92786,"NSW"
"2471",625,3633.641,"2471",153.243213,-29.018999,"NSW"
"2472",548,2622.626,"2472",153.303855,-29.156771,"NSW"
"2473",889,4147.195,"2473",153.3210837,-29.2343298,"NSW"
"2474",1812,9321.518,"2474",152.88504,-28.499375,"NSW"
"2475",59,427.87,"2475",152.388341,-28.546257,"NSW"
"2476",127,754.23,"2476",152.49765,-28.36456,"NSW"
"2477",3480,18703.839,"2477",153.427314,-28.907675,"NSW"
"2478",7928,43265.623,"2478",153.532475,-28.865483,"NSW"
"2479",1526,10215.637,"2479",153.514963,-28.709545,"NSW"
"2480",11385,62902.883,"2480",153.25943,-28.706486,"NSW"
"2481",3195,21804.448,"2481",153.592843,-28.660756,"NSW"
"2482",2047,11307.686,"2482",153.432398,-28.547307,"NSW"
"2483",3033,16351.186,"2483",153.494236,-28.461128,"NSW"
"2484",5256,30454.917,"2484",153.31648,-28.38059,"NSW"
"2485",2708,14255.119,"2485",153.526816,-28.184241,"NSW"
"2486",8760,45828.922,"2486",153.479217,-28.215215,"NSW"
"2487",3732,23548.105,"2487",153.548588,-28.27973,"NSW"
"2488",843,4800.525,"2488",153.560693,-28.34099,"NSW"
"2489",2151,11974.087,"2489",153.541853,-28.392183,"NSW"
"2490",194,1124.845,"2490",153.472644,-28.271718,"NSW"
"2500",2287,16225.854,"2500",150.874294,-34.423171,"NSW"
"2502",1211,7626.182,"2502",150.873081,-34.494723,"NSW"
"2505",568,3918.237,"2505",150.943899,-34.466406,"NSW"
"2506",764,4570.051,"2506",150.840792,-34.48494,"NSW"
"2508",1099,6853.614,"2508",150.969679,-34.230944,"NSW"
"2515",1695,9419.315,"2515",150.9299,-34.300293,"NSW"
"2516",898,5778.582,"2516",150.904835,-34.332109,"NSW"
"2517",1615,9366.627,"2517",150.891169,-34.349362,"NSW"
"2518",1984,12033.582,"2518",150.886721,-34.373654,"NSW"
"2519",1717,11084.442,"2519",150.709623,-34.35558,"NSW"
"2520",6,79.54,"2520",151.139594,-33.937789,"NSW"
"2525",1507,8932.31,"2525",150.818904,-34.437229,"NSW"
"2526",2390,18022.797,"2526",150.77681,-34.380765,"NSW"
"2527",4498,29015.781,"2527",150.754592,-34.583539,"NSW"
"2528",2589,13857.662,"2528",150.855135,-34.548722,"NSW"
"2529",4036,24915.908,"2529",150.84584,-34.592433,"NSW"
"2530",5877,34690.57,"2530",150.766132,-34.505411,"NSW"
"2533",2858,17185.32,"2533",150.756883,-34.645377,"NSW"
"2534",1061,6459.992,"2534",150.7510656,-34.74500177,"NSW"
"2535",1776,11012.566,"2535",150.678303,-34.762116,"NSW"
"2536",3780,22459.477,"2536",150.125945,-35.671272,"NSW"
"2537",2970,16536.792,"2537",149.912199,-35.939649,"NSW"
"2538",573,3480.79,"2538",150.320507,-35.366161,"NSW"
"2539",4504,25850.068,"2539",150.393202,-35.522387,"NSW"
"2540",9516,55409.576,"2540",150.5789,-34.8282,"NSW"
"2541",4358,28446.471,"2541",150.450994,-34.990592,"NSW"
"2545",267,1324.428,"2545",149.792292,-36.127663,"NSW"
"2546",2082,10783.507,"2546",150.225372,-36.25486,"NSW"
"2548",1555,7820.523,"2548",149.894825,-36.860723,"NSW"
"2549",839,4654.554,"2549",149.851694,-36.953196,"NSW"
"2550",3973,19858.272,"2550",149.699222,-36.737758,"NSW"
"2551",693,3609.875,"2551",149.792364,-37.267687,"NSW"
"2555",10,274.795,"2555",150.741351,-33.883376,"NSW"
"2556",204,1830.294,"2556",150.734,-33.9163,"NSW"
"2557",3167,26058.449,"2557",150.774858,-33.993545,"NSW"
"2558",1680,8859.333,"2558",150.799483,-34.031602,"NSW"
"2559",274,1997.989,"2559",150.793614,-34.051274,"NSW"
"2560",10592,62271.315,"2560",150.768408,-34.194216,"NSW"
"2563",106,1153.29,"2563",150.749847,-34.102735,"NSW"
"2564",1570,8646.922,"2564",150.894916,-33.998362,"NSW"
"2565",4735,37764.979,"2565",150.8618744,-33.97723383,"NSW"
"2566",4450,28446.058,"2566",150.842258,-34.027283,"NSW"
"2567",6208,44135.244,"2567",150.756493,-34.055155,"NSW"
"2568",250,1680.697,"2568",150.718007,-34.147379,"NSW"
"2569",264,1726.735,"2569",150.708875,-34.196004,"NSW"
"2570",9123,69455.941,"2570",150.525292,-34.042913,"NSW"
"2571",2485,18847.346,"2571",150.5152938,-34.30254366,"NSW"
"2572",826,6029.97,"2572",150.559186,-34.193052,"NSW"
"2573",894,5905.902,"2573",150.584634,-34.218439,"NSW"
"2574",1080,7918.247,"2574",150.6685734,-34.4254438,"NSW"
"2575",3046,20686.777,"2575",150.342214,-34.347195,"NSW"
"2576",2107,14665.859,"2576",150.503502,-34.525612,"NSW"
"2577",3311,24485.362,"2577",150.410978,-34.595027,"NSW"
"2578",625,3660.214,"2578",150.293226,-34.715579,"NSW"
"2579",1065,7158.272,"2579",150.13033,-34.711848,"NSW"
"2580",4670,30015.626,"2580",149.729215,-34.726283,"NSW"
"2581",535,3556.764,"2581",149.286631,-34.764484,"NSW"
"2582",2813,20672.92,"2582",148.9655031,-34.75833012,"NSW"
"2583",894,5464.307,"2583",149.254163,-34.196526,"NSW"
"2584",137,863.205,"2584",148.555243,-34.711018,"NSW"
"2585",30,243.13,"2585",148.498501,-34.572329,"NSW"
"2586",665,4054.764,"2586",148.797264,-34.378631,"NSW"
"2587",685,4677.012,"2587",148.360971,-34.505797,"NSW"
"2588",88,541.315,"2588",148.255601,-34.599488,"NSW"
"2590",1500,8973.143,"2590",147.896911,-34.714515,"NSW"
"2594",2028,14166.795,"2594",148.10732,-34.231083,"NSW"
"2600",897,10418.984,"2600",149.201072,-35.302911,"ACT"
"2601",44,2174.415,"2601",149.113796,-35.275863,"ACT"
"2602",3704,23950.95,"2602",149.148147,-35.248071,"ACT"
"2603",911,8990.148,"2603",149.125739,-35.330382,"ACT"
"2604",869,5916.154,"2604",149.147614,-35.336413,"ACT"
"2605",1449,9774.486,"2605",149.093455,-35.335821,"ACT"
"2606",976,7276.35,"2606",149.092601,-35.351693,"ACT"
"2607",1878,13363.975,"2607",149.094831,-35.369991,"ACT"
"2609",233,8002.483,"2609",149.1940419,-35.304469,"ACT"
"2611",5815,41580.621,"2611",148.7089956,-35.57315758,"NSW"
"2612",761,6423.287,"2612",149.133208,-35.270615,"ACT"
"2614",2851,17956.155,"2614",149.049796,-35.257315,"ACT"
"2615",7379,45757.665,"2615",149.029308,-35.215386,"ACT"
"2616",13,183.915,"2616",149.070336,-35.248442,"ACT"
"2617",3873,25843.202,"2617",149.086682,-35.231279,"ACT"
"2618",298,2731.935,"2618",149.043278,-35.135588,"ACT"
"2619",1278,9235.272,"2619",149.194535,-35.378159,"NSW"
"2620",6522,50935.854,"2620",149.2104515,-35.34172619,"ACT"
"2621",1402,9559.391,"2621",149.484038,-35.4698,"NSW"
"2622",1087,6231.778,"2622",149.752107,-35.628428,"NSW"
"2623",92,510.68,"2623",149.445083,-35.552827,"NSW"
"2624",10,121.54,"2624",148.441281,-36.180818,"NSW"
"2625",5,119.63,"2625",148.301005,-36.50661,"NSW"
"2626",105,591.955,"2626",149.168553,-35.941228,"NSW"
"2627",908,7258.844,"2627",148.232341,-36.409113,"NSW"
"2628",372,2326.335,"2628",148.7203767,-36.39806355,"NSW"
"2629",120,867.435,"2629",148.769744,-35.997349,"NSW"
"2630",1396,8567.769,"2630",149.129166,-36.177296,"NSW"
"2631",98,505.67,"2631",149.306729,-36.529386,"NSW"
"2632",324,1590.95,"2632",149.220453,-37.020122,"NSW"
"2633",46,219.92,"2633",148.701564,-36.865206,"NSW"
"2640",7377,49682.846,"2640",147.026549,-36.016196,"NSW"
"2641",2584,15535.13,"2641",146.930436,-36.038655,"NSW"
"2642",1268,8450.122,"2642",146.4617054,-35.39437569,"NSW"
"2643",766,4736.854,"2643",146.617535,-35.936556,"NSW"
"2644",569,4056.387,"2644",147.391271,-35.773247,"NSW"
"2645",115,721.475,"2645",146.332431,-35.333843,"NSW"
"2646",1657,10857.765,"2646",146.324523,-35.757569,"NSW"
"2647",705,4943.932,"2647",145.976131,-35.905463,"NSW"
"2648",556,4532.904,"2648",141.8018461,-33.29624634,"NSW"
"2649",7,29.96,"2649",148.091211,-35.608279,"NSW"
"2650",9177,58153.629,"2650",147.376202,-35.07459,"NSW"
"2651",272,1692.725,"2651",147.463477,-35.162259,"NSW"
"2652",932,6179.962,"2652",147.64961,-35.405064,"NSW"
"2653",567,3438.08,"2653",148.041339,-35.776209,"NSW"
"2655",308,1886.639,"2655",147.047366,-35.225102,"NSW"
"2656",296,1776.676,"2656",146.767674,-35.356021,"NSW"
"2658",349,2003.085,"2658",146.977849,-35.535739,"NSW"
"2659",191,1217.875,"2659",146.767477,-35.610147,"NSW"
"2660",383,2574.638,"2660",147.07831,-35.699906,"NSW"
"2661",1,6.4,"2661",147.277559,-35.157697,"NSW"
"2663",746,4389.146,"2663",147.716767,-34.933478,"NSW"
"2665",379,2549.884,"2665",146.841533,-34.313241,"NSW"
"2666",1023,7214.75,"2666",147.583811,-34.487779,"NSW"
"2668",88,458.44,"2668",147.405434,-34.121499,"NSW"
"2669",313,2153.928,"2669",146.667476,-33.814887,"NSW"
"2671",872,6268.81,"2671",147.308172,-33.839275,"NSW"
"2672",359,3002.565,"2672",146.40002,-33.24358,"NSW"
"2675",312,3539.35,"2675",145.479249,-33.459192,"NSW"
"2678",1,39.6,"2678",147.351953,-35.059334,"NSW"
"2680",3823,34350.374,"2680",145.914625,-34.321422,"NSW"
"2681",297,2656.295,"2681",146.14674,-34.116715,"NSW"
"2700",978,6800.524,"2700",146.303599,-34.902108,"NSW"
"2701",481,3050.345,"2701",147.2465178,-34.70683231,"NSW"
"2702",183,964.383,"2702",147.014242,-34.86668,"NSW"
"2703",135,949.208,"2703",146.370827,-34.607943,"NSW"
"2705",1706,14784.455,"2705",146.373471,-34.489867,"NSW"
"2706",245,1961.245,"2706",145.937532,-34.569464,"NSW"
"2707",213,1747.035,"2707",145.807866,-34.768863,"NSW"
"2710",2149,16944.268,"2710",144.984378,-35.357619,"NSW"
"2711",742,6304.938,"2711",144.695233,-34.257669,"NSW"
"2712",362,2816.865,"2712",145.872814,-35.754185,"NSW"
"2713",660,5636.245,"2713",145.52068,-35.586342,"NSW"
"2714",766,4850.957,"2714",145.2868727,-35.77427101,"NSW"
"2715",250,1958.958,"2715",142.6742276,-33.81289825,"NSW"
"2716",310,1934.435,"2716",145.627125,-35.24588,"NSW"
"2717",221,1548.348,"2717",142.0944482,-34.08796357,"NSW"
"2720",1554,9166.986,"2720",148.383619,-35.379935,"NSW"
"2721",36,261.985,"2721",147.712064,-34.04948,"NSW"
"2722",655,4434.559,"2722",148.102866,-35.053523,"NSW"
"2725",76,432.195,"2725",147.815806,-34.44817,"NSW"
"2726",60,426.747,"2726",148.326675,-34.78436,"NSW"
"2727",67,506.213,"2727",148.390372,-34.983539,"NSW"
"2729",408,2444.346,"2729",147.923797,-35.227753,"NSW"
"2730",293,1774.055,"2730",148.034012,-35.510039,"NSW"
"2731",1575,10966.931,"2731",144.641831,-35.893394,"NSW"
"2732",445,4297.888,"2732",144.230168,-35.542622,"NSW"
"2733",146,1027.325,"2733",144.206139,-35.013711,"NSW"
"2734",78,1045.265,"2734",143.387009,-34.770931,"NSW"
"2735",90,655.725,"2735",143.426745,-35.129137,"NSW"
"2736",78,805.35,"2736",143.375822,-34.965178,"NSW"
"2737",125,1679.71,"2737",142.87381,-34.574113,"NSW"
"2738",430,4506.174,"2738",142.225122,-34.164709,"NSW"
"2739",261,2748.363,"2739",142.1056955,-34.15375195,"NSW"
"2745",4737,34020.568,"2745",150.671487,-33.871341,"NSW"
"2747",7013,46147.504,"2747",150.7376907,-33.77413222,"NSW"
"2748",289,3065.06,"2748",150.72319,-33.811042,"NSW"
"2749",2327,16304.738,"2749",150.686816,-33.702167,"NSW"
"2750",5286,37281.593,"2750",150.678551,-33.755476,"NSW"
"2751",20,1228.097,"2751",151.280352,-33.732127,"NSW"
"2752",1117,8550.596,"2752",150.585995,-33.936534,"NSW"
"2753",2095,16777.04,"2753",150.646053,-33.604022,"NSW"
"2754",1153,8473.533,"2754",150.72802,-33.557893,"NSW"
"2756",4652,41061.284,"2756",150.88744,-33.466271,"NSW"
"2757",126,1185.2,"2757",150.692086,-33.554839,"NSW"
"2758",1414,11055.439,"2758",150.601824,-33.483614,"NSW"
"2759",3909,25233.673,"2759",150.781767,-33.82252,"NSW"
"2760",3678,24814.869,"2760",150.780073,-33.763976,"NSW"
"2761",5428,34603.971,"2761",150.84746,-33.742006,"NSW"
"2762",3359,25341.603,"2762",150.880097,-33.700603,"NSW"
"2763",4494,26133.611,"2763",150.89547,-33.725619,"NSW"
"2765",10230,87810.506,"2765",150.79576,-33.672237,"NSW"
"2766",1944,17049.922,"2766",150.850764,-33.810388,"NSW"
"2767",3801,17780.792,"2767",150.8651828,-33.77972161,"NSW"
"2768",4768,27324.937,"2768",150.922732,-33.737863,"NSW"
"2769",3291,22407.543,"2769",150.9054927,-33.7054643,"NSW"
"2770",5742,33007.271,"2770",150.810246,-33.756443,"NSW"
"2773",991,5848.529,"2773",150.626788,-33.768837,"NSW"
"2774",1966,10983,"2774",150.62902,-33.732671,"NSW"
"2775",288,1907.4,"2775",150.918639,-33.305478,"NSW"
"2776",707,3763.88,"2776",150.553111,-33.666855,"NSW"
"2777",2790,15698.236,"2777",150.587962,-33.692534,"NSW"
"2778",482,2389.258,"2778",150.484549,-33.728545,"NSW"
"2779",765,3883.998,"2779",150.45933,-33.7237,"NSW"
"2780",1918,10854.605,"2780",150.435639,-33.832923,"NSW"
"2782",1065,5811.697,"2782",150.366015,-33.704416,"NSW"
"2783",426,2109.934,"2783",150.431839,-33.725566,"NSW"
"2784",231,1118.826,"2784",150.407048,-33.729916,"NSW"
"2785",874,4683.101,"2785",150.181517,-33.707725,"NSW"
"2786",229,1198.392,"2786",150.317795,-33.533055,"NSW"
"2787",767,4541.759,"2787",150.3859,-34.1703,"NSW"
"2790",2329,14807.773,"2790",150.356874,-33.310653,"NSW"
"2791",72,662.86,"2791",149.164475,-33.634941,"NSW"
"2792",66,523.431,"2792",149.08632,-33.626627,"NSW"
"2793",239,1266.111,"2793",148.90873,-33.783955,"NSW"
"2794",2033,13415.053,"2794",148.664838,-33.898505,"NSW"
"2795",7096,48414.204,"2795",149.474401,-33.820797,"NSW"
"2797",81,505.855,"2797",148.952525,-33.605124,"NSW"
"2798",407,2595.795,"2798",149.158755,-33.462193,"NSW"
"2799",622,4315.615,"2799",149.267666,-33.571335,"NSW"
"2800",7686,53177.14,"2800",149.116263,-33.233929,"NSW"
"2803",77,704.612,"2803",148.523704,-34.176731,"NSW"
"2804",703,4529.4,"2804",148.633991,-33.539564,"NSW"
"2805",76,490.173,"2805",148.420031,-33.64991,"NSW"
"2806",160,1316.34,"2806",148.375577,-33.375562,"NSW"
"2807",111,595.386,"2807",148.562165,-34.036494,"NSW"
"2808",48,251.615,"2808",149.02317,-33.976987,"NSW"
"2809",54,322.245,"2809",148.432316,-33.972859,"NSW"
"2810",679,4683.568,"2810",148.054607,-33.902869,"NSW"
"2817",50,317.31,"2817",148.7629,-31.3306,"NSW"
"2818",153,1022.22,"2818",148.6686,-32.5009,"NSW"
"2820",1180,7112.373,"2820",148.989227,-32.553282,"NSW"
"2821",1227,7149.04,"2821",148.110385,-32.255249,"NSW"
"2822",56,500.285,"2822",148.558,-31.8948,"NSW"
"2823",405,2477.695,"2823",147.838499,-32.07687,"NSW"
"2824",613,3797.015,"2824",147.785831,-31.373201,"NSW"
"2825",491,2914.59,"2825",146.5079936,-31.92717863,"NSW"
"2826",44,287.63,"2826",147.4794,-32.0288,"NSW"
"2827",962,5405.258,"2827",148.648353,-31.63315,"NSW"
"2828",217,1356.525,"2828",148.4918433,-31.42558954,"NSW"
"2829",828,4731.394,"2829",148.4543715,-30.63014904,"NSW"
"2830",10726,59627.879,"2830",148.657282,-32.24224,"NSW"
"2831",617,2905.945,"2831",146.615174,-31.927892,"NSW"
"2832",630,4091.075,"2832",147.983033,-29.958521,"NSW"
"2833",220,1104.035,"2833",148.378523,-29.391492,"NSW"
"2834",719,3450.4,"2834",147.9287091,-29.12157608,"NSW"
"2835",1117,6349.895,"2835",145.406579,-31.551822,"NSW"
"2836",276,1706.64,"2836",143.270562,-31.498123,"NSW"
"2838",83,612.05,"2838",147.404,-29.3107,"NSW"
"2839",362,1958.86,"2839",146.94474,-29.8313,"NSW"
"2840",797,4767.819,"2840",145.251371,-30.205908,"NSW"
"2842",206,1195.055,"2842",149.051954,-31.690852,"NSW"
"2843",285,1884.71,"2843",149.727798,-31.82434,"NSW"
"2844",354,2090.975,"2844",149.319295,-31.924969,"NSW"
"2845",342,2087.44,"2845",150.04201,-33.404961,"NSW"
"2846",89,449.79,"2846",150.118609,-33.071806,"NSW"
"2847",447,2574.795,"2847",149.969799,-33.404462,"NSW"
"2848",233,1381.944,"2848",149.964131,-32.901412,"NSW"
"2849",386,2310.079,"2849",150.059088,-32.708935,"NSW"
"2850",3506,23920.7,"2850",149.602925,-32.685033,"NSW"
"2852",670,4481.754,"2852",149.45909,-32.280785,"NSW"
"2864",185,1314.534,"2864",148.731814,-33.340269,"NSW"
"2865",243,1275.795,"2865",148.5386077,-33.09511057,"NSW"
"2866",555,3939.722,"2866",148.904531,-33.007264,"NSW"
"2867",139,996.876,"2867",148.611239,-32.965877,"NSW"
"2868",143,900.828,"2868",148.561505,-32.740876,"NSW"
"2869",339,1982.891,"2869",148.266655,-32.584028,"NSW"
"2870",2377,15114.218,"2870",148.16819,-33.035496,"NSW"
"2871",1594,10991.633,"2871",147.811688,-33.476768,"NSW"
"2873",182,1075.6,"2873",147.260419,-32.269414,"NSW"
"2874",124,628.095,"2874",147.538565,-32.619929,"NSW"
"2875",206,1223.819,"2875",147.603587,-32.915604,"NSW"
"2876",75,425.64,"2876",147.772834,-33.159023,"NSW"
"2877",885,6177.068,"2877",146.6853835,-32.27339899,"NSW"
"2878",84,512.63,"2878",144.495401,-32.823221,"NSW"
"2879",302,1975.535,"2879",142.666608,-32.366157,"NSW"
"2880",6173,32787.208,"2880",142.203381,-30.170441,"NSW"
"2898",43,171.163,"2898",159.081217,-31.55247,"NSW"
"2899",681,3026.94,"2899",146.928783,-36.084231,"NSW"
"2900",281,2544.705,"2900",149.063805,-35.41891,"ACT"
"2901",1,3.5,"2901",149.069,-35.4197,"ACT"
"2902",2540,16339.12,"2902",149.049785,-35.389263,"ACT"
"2903",1443,9495.078,"2903",149.081776,-35.402705,"ACT"
"2904",2416,14444.897,"2904",149.111402,-35.410206,"ACT"
"2905",4376,28461.176,"2905",149.110025,-35.431011,"ACT"
"2906",2627,17275.138,"2906",149.08972,-35.45676,"ACT"
"2911",668,7121.417,"2911",149.132505,-35.218737,"ACT"
"2912",539,5259.467,"2912",149.123552,-35.172453,"ACT"
"2913",5384,38050.18,"2913",149.0947174,-35.16700193,"ACT"
"2914",4235,31406.481,"2914",149.125877,-35.170334,"ACT"
"3000",89,2366.246,"3000",144.9825846,-37.81443733,"VIC"
"3002",90,764.629,"3002",144.9825846,-37.81443733,"VIC"
"3003",126,1851.82,"3003",144.949592,-37.810871,"VIC"
"3004",20,435.99,"3004",144.9825846,-37.81443733,"VIC"
"3006",40,1297.455,"3006",144.9520744,-37.82528675,"VIC"
"3008",111,1794.5,"3008",144.948039,-37.814719,"VIC"
"3011",1105,7299.144,"3011",144.907953,-37.807101,"VIC"
"3012",1763,11578.197,"3012",144.861162,-37.807135,"VIC"
"3013",1178,6278.897,"3013",144.888686,-37.814183,"VIC"
"3015",1400,7309.461,"3015",144.880556,-37.838242,"VIC"
"3016",1372,7427.353,"3016",144.888461,-37.863743,"VIC"
"3018",1483,9298.254,"3018",144.812736,-37.86172,"VIC"
"3019",674,4094.375,"3019",144.854014,-37.784683,"VIC"
"3020",3860,24094.347,"3020",144.829945,-37.777204,"VIC"
"3021",4514,21848.073,"3021",144.796693,-37.743361,"VIC"
"3022",250,1269.764,"3022",144.793961,-37.795937,"VIC"
"3023",7564,40375.643,"3023",144.770641,-37.78272,"VIC"
"3024",5396,31006.316,"3024",144.649936,-37.75045631,"VIC"
"3025",1177,8209.975,"3025",144.839704,-37.835562,"VIC"
"3026",744,14628.67,"3026",144.64209,-37.91624,"VIC"
"3027",1151,6133.955,"3027",144.754147,-37.932419,"VIC"
"3028",2872,13950.318,"3028",144.777165,-37.875066,"VIC"
"3029",20651,129630.394,"3029",144.705831,-37.837165,"VIC"
"3030",15004,86622.064,"3030",144.64209,-37.91624,"VIC"
"3031",857,4541.683,"3031",144.923403,-37.79119,"VIC"
"3032",1720,9137.856,"3032",144.897221,-37.774486,"VIC"
"3033",1149,6552.397,"3033",144.857638,-37.74107,"VIC"
"3034",841,4322.827,"3034",144.86194,-37.761235,"VIC"
"3036",585,3286.94,"3036",144.82246,-37.705324,"VIC"
"3037",5467,28112.742,"3037",144.780474,-37.715579,"VIC"
"3038",2845,15227.178,"3038",144.766873,-37.700454,"VIC"
"3039",825,4484.363,"3039",144.922995,-37.766184,"VIC"
"3040",1568,8911.11,"3040",144.902556,-37.751845,"VIC"
"3041",873,5311.837,"3041",144.904815,-37.731464,"VIC"
"3042",1248,8242.722,"3042",144.866305,-37.727529,"VIC"
"3043",1660,12136.02,"3043",144.888368,-37.691916,"VIC"
"3044",1795,8949.831,"3044",144.936356,-37.731138,"VIC"
"3045",13,904.835,"3045",144.836195,-37.674739,"VIC"
"3046",2157,10519.825,"3046",144.927968,-37.706578,"VIC"
"3047",1574,10288.025,"3047",144.930247,-37.681105,"VIC"
"3048",1747,10134.804,"3048",144.923609,-37.653917,"VIC"
"3049",902,5073.779,"3049",144.888492,-37.673182,"VIC"
"3051",263,1797.872,"3051",144.943559,-37.8006,"VIC"
"3052",141,1706.204,"3052",144.948903,-37.788996,"VIC"
"3053",159,1446.683,"3053",144.966112,-37.803569,"VIC"
"3054",411,1882.159,"3054",144.96724,-37.786971,"VIC"
"3055",819,3779.235,"3055",144.942222,-37.763584,"VIC"
"3056",1521,8830.337,"3056",144.960108,-37.766292,"VIC"
"3057",593,3093.596,"3057",144.97728,-37.770012,"VIC"
"3058",3021,17185.049,"3058",144.964524,-37.739901,"VIC"
"3059",2656,18223.2,"3059",144.879626,-37.639887,"VIC"
"3060",942,5107.45,"3060",144.967874,-37.707326,"VIC"
"3061",899,16814.415,"3061",144.956763,-37.666265,"VIC"
"3062",78,3174.715,"3062",144.932557,-37.632986,"VIC"
"3063",82,669.885,"3063",144.856082,-37.595015,"VIC"
"3064",15456,98075.451,"3064",144.942199,-37.546522,"VIC"
"3065",328,1899.05,"3065",144.977795,-37.802608,"VIC"
"3066",249,2281.907,"3066",144.986906,-37.804846,"VIC"
"3067",266,2031.883,"3067",144.998203,-37.803515,"VIC"
"3068",1161,5484.215,"3068",144.98622,-37.790974,"VIC"
"3070",2296,10692.663,"3070",144.999745,-37.774064,"VIC"
"3071",1389,7488.762,"3071",145.007006,-37.759426,"VIC"
"3072",2571,15234.823,"3072",145.005702,-37.74247,"VIC"
"3073",3679,18431.394,"3073",145.005955,-37.712474,"VIC"
"3074",1890,15568.263,"3074",145.006644,-37.684684,"VIC"
"3075",1911,10076.72,"3075",145.002679,-37.66607,"VIC"
"3076",3837,23682.644,"3076",145.022137,-37.643598,"VIC"
"3078",1133,6727.387,"3078",145.025853,-37.778298,"VIC"
"3079",1246,7441.212,"3079",145.048573,-37.772675,"VIC"
"3081",1081,6876.629,"3081",145.046401,-37.743008,"VIC"
"3082",2790,13911.639,"3082",145.065658,-37.664858,"VIC"
"3083",2923,15444.941,"3083",145.056223,-37.701346,"VIC"
"3084",2130,11245.013,"3084",145.082685,-37.744406,"VIC"
"3085",1148,5750.952,"3085",145.06988,-37.724398,"VIC"
"3087",798,4051.227,"3087",145.082426,-37.711787,"VIC"
"3088",2520,13293.596,"3088",145.108339,-37.700175,"VIC"
"3089",1361,7736.069,"3089",145.150369,-37.667713,"VIC"
"3090",296,2441.063,"3090",145.107802,-37.668408,"VIC"
"3091",265,2150.355,"3091",145.136688,-37.637478,"VIC"
"3093",361,2593.302,"3093",145.115208,-37.73919,"VIC"
"3094",820,4281.778,"3094",145.124727,-37.719759,"VIC"
"3095",2773,15919.749,"3095",145.158579,-37.713299,"VIC"
"3096",231,1244.07,"3096",145.185826,-37.670851,"VIC"
"3097",236,1627.609,"3097",145.224204,-37.695254,"VIC"
"3099",650,3681.334,"3099",145.192854,-37.592101,"VIC"
"3101",1442,9347.556,"3101",145.036575,-37.807397,"VIC"
"3102",487,2703.283,"3102",145.05219,-37.793805,"VIC"
"3103",1022,5815.502,"3103",145.074116,-37.811738,"VIC"
"3104",1529,9524.679,"3104",145.081714,-37.793695,"VIC"
"3105",858,4575.244,"3105",145.084806,-37.772477,"VIC"
"3106",1689,9775.657,"3106",145.142675,-37.758335,"VIC"
"3107",1089,6180.298,"3107",145.110677,-37.765225,"VIC"
"3108",1694,9716.095,"3108",145.125797,-37.786429,"VIC"
"3109",2285,12551.022,"3109",145.161649,-37.784786,"VIC"
"3111",1329,7884.097,"3111",145.186334,-37.794054,"VIC"
"3113",1066,6450.149,"3113",145.204689,-37.752123,"VIC"
"3114",441,2994.853,"3114",145.212599,-37.778595,"VIC"
"3115",485,3334.307,"3115",145.267586,-37.736734,"VIC"
"3116",1330,7752.606,"3116",145.313086,-37.737629,"VIC"
"3121",1066,6680.089,"3121",145.001788,-37.823303,"VIC"
"3122",795,5064.774,"3122",145.030602,-37.822725,"VIC"
"3123",639,4049.13,"3123",145.049415,-37.829752,"VIC"
"3124",1411,8411.612,"3124",145.068191,-37.840867,"VIC"
"3125",1076,5886.548,"3125",145.101,-37.851305,"VIC"
"3126",465,3149.915,"3126",145.075748,-37.827203,"VIC"
"3127",1341,7088.087,"3127",145.097236,-37.825173,"VIC"
"3128",1204,7406.136,"3128",145.122393,-37.828866,"VIC"
"3129",1316,6715.464,"3129",145.125084,-37.806965,"VIC"
"3130",2836,15430.707,"3130",145.149653,-37.81805,"VIC"
"3131",2098,12588.993,"3131",145.174489,-37.817798,"VIC"
"3132",1365,7600.787,"3132",145.196686,-37.819222,"VIC"
"3133",2534,13222.935,"3133",145.192303,-37.848786,"VIC"
"3134",3039,19109.102,"3134",145.257929,-37.823058,"VIC"
"3135",1857,10450.72,"3135",145.248209,-37.819594,"VIC"
"3136",4470,23479.516,"3136",145.282396,-37.779876,"VIC"
"3137",1686,10706.233,"3137",145.313346,-37.819364,"VIC"
"3138",2450,11999.952,"3138",145.322794,-37.78391,"VIC"
"3139",1977,12688.429,"3139",145.532666,-37.814506,"VIC"
"3140",1971,12094.399,"3140",145.363185,-37.759154,"VIC"
"3141",380,2323.851,"3141",144.991264,-37.840679,"VIC"
"3142",378,3206.296,"3142",145.017732,-37.84411,"VIC"
"3143",325,2096.503,"3143",145.019393,-37.858918,"VIC"
"3144",548,3976.368,"3144",145.034127,-37.857443,"VIC"
"3145",1385,7631.299,"3145",145.049328,-37.873557,"VIC"
"3146",1639,9550.235,"3146",145.057833,-37.857116,"VIC"
"3147",1288,6976.248,"3147",145.092946,-37.867864,"VIC"
"3148",674,3267.515,"3148",145.090149,-37.882562,"VIC"
"3149",3335,18162.226,"3149",145.128118,-37.880748,"VIC"
